driverId,week,hours-logged,miles-logged
80,18,75,3800
21,43,79,1700
97,24,68,3300
108,33,80,3300
84,34,73,1200
74,5,59,700
97,22,76,1600
41,43,56,3900
57,36,53,100
88,47,61,2600
100,37,74,2100
99,22,50,3400
47,38,62,3300
105,20,61,2300
45,21,63,2900
49,24,76,900
19,34,55,100
100,5,79,1400
32,13,74,300
25,23,59,2800
96,18,54,100
71,46,68,0
17,20,70,0
27,48,55,2300
97,20,69,2900
92,36,60,3500
101,35,50,200
19,48,63,1100
94,35,78,0
42,4,52,1800
57,27,65,600
88,28,65,3200
104,44,56,1100
87,19,57,1300
63,17,65,2100
97,17,54,3200
11,49,51,3600
87,4,72,0
10,46,64,1200
91,48,77,2800
19,14,63,900
63,32,63,1400
26,16,65,3800
93,50,67,3600
78,16,53,700
17,9,66,1500
47,16,79,3300
65,49,75,4000
74,19,72,1600
74,46,73,2000
23,13,75,1700
77,26,67,2700
99,35,72,1500
88,1,57,2900
46,44,64,800
12,7,53,4000
32,18,66,3100
105,41,71,4000
86,2,77,1000
43,49,68,3700
90,29,67,300
97,16,78,3700
39,24,64,2200
88,45,66,3900
11,16,80,2900
49,38,53,1500
78,23,68,3400
38,37,52,300
94,11,65,100
16,20,56,2400
60,46,79,400
72,8,52,3900
61,24,62,2200
50,45,58,500
69,13,69,700
31,33,59,3500
55,23,66,2900
60,26,59,900
36,31,76,0
62,20,55,2500
22,52,59,2300
99,50,52,700
87,32,60,600
11,6,57,2200
28,19,68,2600
25,51,66,2200
89,9,80,3100
27,36,77,2000
55,28,52,3500
58,44,58,1100
38,4,79,1300
19,43,54,400
29,10,75,3600
74,2,77,1500
41,22,62,400
34,51,60,600
93,44,51,1300
58,12,57,1600
76,40,58,4000
41,11,55,700
97,6,55,2200
69,19,63,3700
41,28,51,3700
108,41,68,2900
94,13,78,1500
62,23,73,3100
54,24,60,600
95,13,66,2500
98,20,74,2200
42,44,52,2800
75,4,76,2900
34,45,72,3900
69,23,77,1000
21,6,77,1200
105,50,70,0
80,5,65,100
73,6,76,200
86,26,67,2700
96,27,76,3200
56,20,52,4000
38,11,62,2600
99,20,66,900
12,48,68,3500
44,21,62,800
38,11,66,3100
101,2,56,1200
98,25,71,3700
23,42,79,3900
70,37,67,3100
26,7,60,1700
106,20,72,100
57,43,66,500
68,38,79,2300
100,7,58,800
18,36,52,3400
106,35,55,1900
100,26,51,3500
51,23,77,1800
89,13,66,3200
92,7,70,2900
10,24,79,3300
35,48,66,800
50,19,63,2600
69,18,77,2000
57,39,51,3700
85,8,52,1700
71,39,68,2300
34,20,77,700
65,6,70,0
81,31,72,1800
19,9,73,2600
35,49,51,1100
29,46,73,2200
32,49,58,900
65,32,54,600
34,1,54,1400
33,36,60,1300
86,29,68,2600
87,38,56,800
21,26,76,1000
54,4,53,1700
104,47,60,900
109,4,76,300
31,32,76,800
64,31,73,1500
40,29,58,600
21,43,74,3100
44,51,77,200
78,48,55,2000
49,32,61,2900
95,16,75,3200
65,24,52,1000
22,43,78,2000
20,6,61,3100
59,29,55,500
104,43,71,1900
38,14,72,500
96,22,57,0
90,5,74,3000
77,46,57,900
67,22,69,100
89,50,70,2000
80,19,61,3000
49,3,70,3500
61,6,52,3900
15,29,63,1000
35,26,76,400
25,13,53,3100
37,30,61,1400
85,42,54,700
106,9,69,1100
15,13,73,100
31,33,50,2600
27,36,60,400
26,50,65,1100
92,43,64,1000
65,27,68,400
101,35,52,1300
78,28,55,2700
101,16,73,3900
37,50,60,1400
47,50,62,1200
67,32,74,1100
41,38,53,4000
59,52,76,3800
90,14,50,2100
23,7,67,3000
45,13,71,2700
21,41,64,2300
16,25,79,3700
32,33,50,1400
109,38,73,1400
89,15,61,200
67,2,68,3800
60,36,61,1800
107,28,59,4000
95,12,59,1200
87,3,72,2700
74,25,74,3100
35,23,51,2600
42,26,51,1600
89,3,78,3800
56,16,70,3600
45,30,60,3100
94,32,66,4000
47,51,59,800
22,40,78,0
23,4,59,1500
95,25,70,3200
29,30,63,700
90,9,71,1600
21,36,61,400
45,32,66,3000
59,18,51,3100
33,6,79,2600
26,47,54,3300
75,36,66,300
11,31,76,800
104,41,58,3800
39,1,67,2200
79,20,64,3900
51,22,80,2900
88,19,69,2300
92,18,75,4000
105,49,78,2700
18,20,65,3800
37,26,56,2200
62,23,66,2000
12,26,67,3900
100,21,60,1500
92,4,80,2400
75,12,50,600
51,2,56,1600
42,11,67,0
42,13,55,700
27,17,64,500
66,9,66,3700
16,26,80,600
21,38,63,1100
41,35,57,800
62,33,72,2400
53,47,54,2800
52,14,54,3300
62,51,65,800
98,49,66,1500
91,38,56,3500
80,38,55,2900
46,31,66,1100
16,51,74,800
30,35,65,3500
68,51,73,1700
61,48,68,3400
65,19,79,1400
26,49,70,500
59,15,72,3300
96,37,56,1100
95,6,67,500
61,43,56,3900
48,50,52,1600
62,18,52,3200
79,15,68,2100
75,1,62,3300
24,41,64,3400
65,37,72,1900
35,46,73,300
62,38,50,1300
94,15,54,1700
40,24,51,1900
21,17,66,2200
39,43,58,4000
33,46,61,1000
55,50,67,500
87,33,51,1600
45,42,69,0
35,34,60,3400
15,46,63,300
35,26,57,3300
85,16,51,2900
45,33,63,3100
89,46,63,2400
25,9,66,2800
38,18,56,1300
97,8,57,2000
106,29,73,1600
60,43,57,100
33,52,60,2000
31,23,53,3900
39,41,58,1400
64,6,58,1800
38,38,56,3500
14,16,62,700
67,21,76,2000
78,15,78,1700
75,37,50,3200
25,35,74,1600
28,19,57,3700
105,49,56,400
76,1,69,3900
78,26,80,1600
89,1,66,2000
45,27,74,1700
46,16,71,600
108,4,59,2800
97,30,76,2600
24,13,56,300
75,40,79,2200
27,11,57,2400
36,48,76,0
42,12,60,3300
75,33,52,0
98,8,73,1800
54,23,57,1700
29,18,79,3100
15,6,52,3400
109,29,80,500
73,44,59,600
28,4,76,900
58,31,61,3900
99,39,53,2300
34,22,70,1400
93,33,70,2300
32,27,72,1600
46,20,72,500
11,27,58,2800
30,9,69,2300
39,45,54,3700
72,42,52,2600
41,8,77,3800
15,15,77,1100
41,7,77,0
75,4,80,1700
37,23,65,1200
99,9,57,500
27,38,79,1000
54,48,71,1400
92,24,65,1000
77,25,71,3600
88,28,64,3300
90,45,61,2600
98,17,74,1900
75,23,63,0
52,20,62,1200
91,10,60,1500
57,25,53,3600
34,30,50,900
37,49,72,500
86,6,63,1400
69,28,57,800
77,41,63,500
30,16,56,2300
16,14,60,3600
23,25,63,500
50,26,79,2100
12,12,74,2000
43,23,70,1700
15,14,71,3900
58,24,61,100
98,1,59,1400
98,43,57,1100
16,38,66,1100
97,49,62,3600
52,39,58,1700
34,50,66,2900
58,12,54,2000
24,19,54,1800
46,49,62,300
50,18,66,3200
106,51,54,2000
72,10,53,2300
80,49,54,800
18,4,70,200
29,6,51,4000
66,22,53,600
74,49,73,4000
55,3,74,200
92,43,53,3700
94,30,62,1800
30,39,71,900
96,2,77,2200
55,33,70,1500
34,43,58,2500
97,31,72,4000
41,20,64,2000
79,33,53,300
14,47,54,1400
85,3,78,3300
63,30,66,2900
47,15,66,2900
55,21,74,1000
109,33,65,2700
73,14,55,1000
42,39,79,0
99,44,62,400
15,21,69,3500
96,18,54,2300
67,41,64,3800
64,36,51,1600
18,15,51,100
17,35,67,1300
49,49,57,4000
10,44,63,1400
69,42,75,900
11,7,79,1100
72,16,79,3000
21,52,71,2500
105,10,68,3700
76,40,63,2100
12,38,80,1800
67,47,54,1800
56,2,60,0
37,47,69,1500
95,1,75,3200
17,41,66,2400
60,51,65,1400
41,23,65,1000
95,28,69,3600
16,35,74,3800
107,12,57,2400
13,25,65,2800
42,27,57,2800
58,37,64,2600
39,1,60,1200
65,10,78,2900
30,19,62,1400
30,8,80,2700
83,3,57,1800
18,17,58,2900
74,34,51,1400
38,19,66,900
74,43,74,1000
59,27,74,4000
37,52,79,100
65,1,74,200
11,15,55,2700
19,14,55,2700
11,10,55,200
69,5,70,3600
47,47,65,100
33,44,68,600
12,41,69,3600
68,33,53,1600
94,25,63,3200
76,40,62,3800
95,48,72,2500
32,4,78,3200
52,36,73,3500
88,48,51,2300
55,23,55,1700
34,42,74,3800
52,43,52,2200
35,2,72,2100
69,19,60,3000
70,21,60,500
23,24,76,3700
39,30,69,400
78,1,57,3300
103,29,55,3400
35,36,80,2200
18,21,72,1400
56,44,55,2700
15,18,62,2300
98,24,65,2200
19,12,62,3500
26,1,64,0
30,45,57,2300
108,15,57,3700
57,43,59,2600
59,8,74,900
25,36,58,3300
56,49,64,3000
20,14,66,3300
102,22,61,2800
77,19,69,3600
59,10,73,1500
84,26,65,0
38,50,52,600
82,37,60,1700
36,28,76,3200
84,38,53,2600
74,19,66,1800
29,50,79,1300
11,50,55,1000
47,51,69,3500
47,8,67,3400
15,40,75,3400
70,46,59,3300
88,21,78,1100
65,30,73,1100
28,19,56,0
61,16,50,3100
53,15,59,1700
26,44,56,3800
98,30,57,1900
48,10,66,3200
33,7,61,2800
57,39,51,2000
70,28,62,2500
58,12,73,2900
103,11,61,2500
97,50,57,2100
56,42,60,3200
95,6,74,3800
29,19,51,1800
82,19,68,300
37,24,62,2900
58,3,59,100
40,1,54,3900
